lig_gen_fit_add_SMILES,silly
CCC(CNCO)NC(C)CCO,0.34615384615384615
COCC(N)CNCOCNCC(C)N,0.34615384615384615
CCCC(NCC)NCNC(C)=O,0.34615384615384615
CCCC(NCO)C(C)N(C)CC,0.34615384615384615
C=C(CO)CCC[N+](C)(CC)CO,0.34615384615384615
CCCCN(C)NC(C)CC(C)O,0.34615384615384615
C=CCCN(CC)CNCO,0.34615384615384615
CC(C)NCN(C)CC(C)(CN)CO,0.3448275862068966
CCCN(C)C(NCN)OCOC,0.3448275862068966
CCC1CC1C(CN)C(C)CNC,0.3448275862068966
CCNC(=O)C(NN(C)C)C(CO)C(C)O,0.34375
CCCCC(CNC=O)C(CN)CCO,0.34375
C=COCCCN(CC)CC(O)OC,0.34375
C=CC1C(=NOC)C1C(=O)CCNC,0.34285714285714286
C=CC(CNCO)C(=CCCNC)CN,0.34285714285714286
C=CCCN(C)CCNC(CCNC)NCN,0.34285714285714286
C=C(NCC1(C)CC1CN)C(C)(O)NC,0.34285714285714286
C#CNC(NC=C)C(C)(CC)COCCO,0.34210526315789475
C=C(CC)OC(C)NC(N)N(C)CC1CO1,0.34210526315789475
CCNCCC(C)CC,0.3333333333333333
C=CCCC=CC(CC)C(=O)O,0.3333333333333333
CCC(C)CC(C)O,0.3333333333333333
CCC(C(C)C)C(C)(O)OC,0.3333333333333333
C=C=C(CCC(C)=O)CNC,0.3333333333333333
CCCC(C)NCC=N,0.3333333333333333
CNCCCNCOCNCC(C)N,0.3333333333333333
CC(C)=NCCN,0.3333333333333333
CCNCCC(C)CC,0.3333333333333333
C#CCCCCCC(=C)C,0.3333333333333333
O=C(CCCO)CC1C2CC12O,0.3333333333333333
CCC1NC1C1CCC1CN(C)C,0.3333333333333333
C=CCCCC(C)N(C)CNC,0.3333333333333333
CCCN(C)C[N+](C)(C)C(C)C,0.3333333333333333
C=CC(CC)CC(=N)N(C)C.CCC,0.3333333333333333
CCCCC(C)=NCC,0.3333333333333333
C=C(CC)C(C)(CC)NCC,0.3333333333333333
C=C(CC(C)C)OCCC,0.3333333333333333
CCC(=O)C(C)CC(C)(COC)C(C)N,0.3333333333333333
CNC(CCCCOC)NC(C)OC,0.3333333333333333
C=C(CCC)CCC(C)CC,0.3333333333333333
C=COC(C)CCC(CNC)NC,0.3333333333333333
CC[N+](C)(CC(C)N)NC,0.3333333333333333
C=CC(C)CC(N)N(C)C,0.3333333333333333
CC=C(CC)CCCC,0.3333333333333333
C=C(NCN)C(C)CCO,0.3333333333333333
C=C(C)CC(CC)N(CC)C(C)C,0.3333333333333333
CCC(NC)N(CC)CO,0.3333333333333333
C=C(CCC)CCC(C)CCC,0.3333333333333333
CCSC(C)CCO,0.3333333333333333
CCC(CC)C(C)=NCOC,0.3333333333333333
C=C(C)N(CC)CC(CC)N(C)C,0.3333333333333333
CCCNC(CC)NC,0.3333333333333333
CCN(CC(C)(N)C(O)O)C(C)=N,0.3333333333333333
C=CC(C)CCC(=N)NCCC1C=C1,0.3333333333333333
CCNC(C)(O)CN,0.3333333333333333
CCC(C)C(C)C(C)COC,0.3333333333333333
C=C(C)C(COC)OCCC,0.3333333333333333
CC(=N)NCC(C)CC(C)N(CN)C(C)C,0.3333333333333333
C.CC=CCC(C)CO,0.3333333333333333
C=CCC(CCCCC)CCOCO,0.3333333333333333
CCC(C)CCCC(CC)CO,0.3333333333333333
CCC.CCCOC(O)O,0.3333333333333333
CC(C)CN(C)CC(C)C1C=C1,0.3333333333333333
CCCCC(COC(O)O)C(C)CO,0.3333333333333333
CCCC(NCC)N(C)CC,0.3333333333333333
CC(CCO)C(O)(O)CO,0.3333333333333333
C=NC(C)C(CCC)CNC,0.3333333333333333
CCCCC(C)N(CC)C(C)CC,0.3333333333333333
CCCN(CC)C(C)(O)CC(C)C,0.3333333333333333
C=CCC(CC)CC,0.3333333333333333
CCNC(CO)NCC,0.3333333333333333
CCNC(C)NC(=N)CC,0.3333333333333333
C=CC(NC(C)O)OCNCCC,0.3333333333333333
C=CC(C)C(C)(O)NC(=O)C(CC(=C)C)C(N)=O,0.32432432432432434
CCCCN(N)CC(CC(N)=O)C(O)NCN,0.32432432432432434
CCCCCOCCC(NN)NCOC,0.3225806451612903
CCN(C(O)CCCNC)C(C)(C)OC,0.3225806451612903
C=CCCCCCC(NCC)NCCO,0.3225806451612903
C#CC(COC(O)CCC)C(C)NC,0.3225806451612903
CCCC(C)(COC)C(C)CC=O,0.32142857142857145
CNCN(C)CC(C)CC1CO1,0.32142857142857145
CCCCOC(CCO)C(O)NC,0.32142857142857145
C=CC(CCC=O)NCCCO,0.32142857142857145
CNCC(CN)(CCCCO)C(C)C,0.32142857142857145
C=C1CC(C)C1(C)CC(C)C(C)N,0.32142857142857145
C=C(C)C(C=O)(OC)C(C)CO,0.32142857142857145
C=CC(CN)CC(N)C(C)CC,0.32
CCNCC(CC(C)N(C)C)NCC,0.32
CCCNCN(O)C(N)CO,0.32
CNC(C)CC(C)(O)C(C)NCO,0.32
CC(=O)C(C)CCOC(C)(C)N,0.32
C=C(CNC)NCCCNCC,0.32
COCCCC(CN)N(C)CN,0.32
C=C[N+](C)(C)CNC(=O)OC,0.32
COCNCC(O)C(N)COC,0.32
COC(C)NCCCNCCCO,0.32
C=C(CCCOCCC)OCCCC,0.32
CCCCNC(NC)C(CC)NCC,0.32
CCOCN(C(C)=O)C(C)CC,0.32
C=CC(C(C)O)C(C)(C)CO,0.3181818181818182
CCCOCN(C)CC(C)C,0.3181818181818182
C=CC(CCC)CNCC,0.3181818181818182
C=C(C)CC(CCC)CCCC,0.3181818181818182
CCNC(C(C)C)C(C)COC,0.3181818181818182
CCC(O)CCOCOC,0.3181818181818182
COCN(C)C(O)C(C)N,0.3181818181818182
C#CCC(C=O)CCC,0.3181818181818182
CCCCN(N)CC(C)CC,0.3181818181818182
CCOCC(C)CC(C)C(C)O,0.3181818181818182
CCN(C)CC(C=O)C(N)CCCNC(=O)CCN,0.3170731707317073
C=C(CC)CC(N)CC,0.3157894736842105
CCCCC(S)C(C)CC,0.3157894736842105
C.CCN(C)CCC(C)O,0.3157894736842105
C=CC1(CC)CC1C,0.3157894736842105
C=CCC(C)C(C)CCC,0.3157894736842105
C=C(C)C(N)(O)C(C)O,0.3157894736842105
C.CCNC(C)C(N)NC,0.3157894736842105
CCCC(=CCO)CC,0.3157894736842105
C.C=CC(O)C(C)(C)CO,0.3157894736842105
C=CC(=C)CNCC,0.3157894736842105
CCC(CN)C(=O)N(CC)C(O)(CC)CNC,0.3142857142857143
CCC(CO)NCN(C)C(N)CN(C)CN,0.3125
CC(C)N(C)C(C)CN,0.3125
CCN(CN)CO,0.3125
CCOCC(C)CC,0.3125
C=C(C)NC(CC)CC(CNCC)C(C)N,0.3125
C=CCC(C)CC,0.3125
CCCC(C)C(CC)CCC,0.3125
CCC(OC(CCC(C)=O)C1CC1)C(C)C,0.3125
CCC=CCOC(CN(CC)CO)NC,0.3125
CNC(C)(N)CO,0.3125
CCNC(C)(C)CC(N)NCCCO,0.3103448275862069
CCCCN(C)C(O)(NC)C(C)CO,0.3103448275862069
C=C(OC(C)C)C(=O)CCSC,0.3076923076923077
CC=CCCC,0.3076923076923077
C.CC(O)NC(=N)N(C)CNN,0.3076923076923077
CCCN(C)CC(C)COCO,0.3076923076923077
C=CC(CN)CC(C)CCCC,0.3076923076923077
CCC(=O)CCN(C)C(C)CC(C)C,0.3076923076923077
C=C1C(CCC)C1CN(C)CN,0.3076923076923077
CCC(=O)N1C(=O)C12CC2C,0.3076923076923077
CNC(C)N(C)C,0.3076923076923077
CCCC(C)C1CNC1C,0.30434782608695654
C=C(CC)N(CN)CCCC,0.30434782608695654
CCCCC(CN)(CCCN)NC,0.30434782608695654
CCCC(OCC)C(CC)CO,0.30434782608695654
CC(=O)N(C)CCC1(C)CC1,0.30434782608695654
CCCCC(C)CCCCCC(O)C(O)CC,0.30434782608695654
CCC(C)CN(C)C(C)C(C)NC,0.30434782608695654
CCC(O)CN(CC)C(NC)NC,0.30434782608695654
C=CNC1C(N)C1CNCCC(=O)O,0.30303030303030304
CCCC(C)CC(=O)CC,0.3
C=CCCOCC(C)(CO)C(=O)O,0.3
CCCNC(C(C)C)N(C)C,0.3
C=C(C)CCC1CC1C,0.3
CNCC(C)N(O)CO,0.3
CC(C)CCN(C)C1CC1,0.3
COCCCC(N)(O)CCOCC=O,0.3
C.C=CCNC(C)CN,0.3
C=C(C)C(O)C(CCNCC)CNC,0.3
COC(C)CCCOC1OC1CO,0.3
CSCC(CCN(C)C)C1(C)C(C)C1N,0.3
C=C1CC1CS(C)(C)O,0.3
CCC(CCNN(CC)C(C)=O)C(=O)O,0.3
CCCCCN=C(C)CCCCC,0.3
CNC(C)CC(O)C(N)NCCO,0.2962962962962963
CNC1CC1CN(C)CC#N,0.2962962962962963
C=CC(CC)(CCC)CN1CCC1,0.2962962962962963
CCNC(CCCCN(C)CC)NC,0.2962962962962963
CCCCC(C(C)N)C(C)N,0.29411764705882354
CCCCNCNC,0.29411764705882354
CC[N+](C)(CN)CO,0.29411764705882354
CN(C)CCNCO,0.29411764705882354
CCCC(C)CC(C)C(C)C,0.29411764705882354
CCCN(C)CNC,0.29411764705882354
C#CC(=C)C(=C)NCCCC,0.2916666666666667
CCCC=CC(N)C(C)NC,0.2916666666666667
CCCCCN(CCC)C(C)NCC,0.2916666666666667
CCCN(C)CNC1CC1C,0.2916666666666667
CCC1CNC(C)CN1CC,0.2916666666666667
C=C(CO)C(C)(CO)CCCC,0.2916666666666667
CNCN(C)C(C)C1=CC1,0.2916666666666667
C=C(C)CC(CNCCC)NCOC,0.2903225806451613
CCCCCC(C)(O)NCCCOCN,0.2903225806451613
CCCCC(C)CSCCC,0.2857142857142857
CCCC(CC)CC(C)CO,0.2857142857142857
CCNC(C)O,0.2857142857142857
COCCCCC(C)C(C)OC,0.2857142857142857
CCCCSCCC,0.2857142857142857
CCC(C)C(C)CO,0.2857142857142857
CNCCOC(C)(C)CO,0.2857142857142857
CNC(CO)NCCN,0.2857142857142857
CCCC(C)CC(CC)C(C)N,0.2857142857142857
C=C(C)C(CCC)C(C)CC,0.2857142857142857
CCCC(CCO)CCCCCCO,0.2857142857142857
CCNCCCNCC(C)N,0.2857142857142857
CCC(C)CC1CCN1,0.2857142857142857
CCNCC(C)C,0.2857142857142857
C=CCC(N)CCCC,0.2857142857142857
CCCC(CC(C)O)NC,0.2857142857142857
COCC(CN)N(C)O,0.2857142857142857
CCC(S)CO,0.2857142857142857
CCC1C=C1C(N)CNCCCCN,0.28125
CNCCC(O)C(C)CC(N)CCC=O,0.28125
CCN(C)N(C)CC(C)OC(C)=O,0.28
CCCCC(CCC)C(CN)CNC,0.28
C=CC1CC1(C)NCCC,0.28
CCCNCC(C)=NCCO,0.28
C=CCC(N)(S)C(C)CCN,0.28
CCC(=O)C(O)C(O)CCOC,0.28
CCC(=CCCNC)C(C)NC,0.28
CCC(NC)N(CC)CC1CC1,0.28
CCCC(C)CNCC,0.2777777777777778
CCCNCN(C)CC,0.2777777777777778
CCCC(OCC)C(C)C,0.2777777777777778
CCOCC(CC)C(C)C,0.2777777777777778
CCCC(C)CNCC,0.2777777777777778
CC(CCCCO)CCN(C)CC(N)NC=O,0.2777777777777778
CCCNC(C)N(C)C,0.2777777777777778
CCC(O)CC(C)CO,0.2777777777777778
CCCCC(C)(C)CCO,0.2777777777777778
CCC(N)CN(C)CC,0.2777777777777778
COCC(C)OCO,0.2777777777777778
CC(CCN(C)C(C)C)N(C)C,0.2777777777777778
C=C(N)C(N)C(O)CCCOCC,0.27586206896551724
C=CC(CCC)C(C)CN,0.2727272727272727
CCCCOCC(C)(C)CO,0.2727272727272727
CCC(=O)C(C)(CC)CNC,0.2727272727272727
CCCSCCN(C)CCN,0.2727272727272727
CCC(C)CC(CC)CC1CC1,0.2727272727272727
CCC(N)CCCCC=O,0.2727272727272727
CCCC(C)(C)CCC,0.2727272727272727
CCNCCC(CO)NC,0.2727272727272727
CCCN(CN)CC(C)CC,0.2727272727272727
CCCCC(N)N(CC)CCC,0.2727272727272727
CCNCC(C)CCOC,0.2727272727272727
CCCC(CNC)CC(C)OCC,0.2692307692307692
CN(C)CCN(C)CCl,0.26666666666666666
CCCCC(C)CC,0.26666666666666666
CCCCC(C)CC,0.26666666666666666
CCC(C)(CC)C(C)O,0.26666666666666666
CCCCC(C)C(C)CCC,0.26666666666666666
C=C(C)C(CCNC)C(C)(N)CCC,0.26666666666666666
C=C(C)C(C)NC,0.26666666666666666
CCC(C)C(CNC)CSCCCN,0.26666666666666666
CCC(O)C=O,0.26666666666666666
C=C(CCCCN)NN(C)CC(CC)C(C)C,0.2647058823529412
CCCNCC(N)C(CC)COC(C)CCN,0.2647058823529412
CCOCOC(=O)CC,0.2631578947368421
CNC(CCCOC)NC,0.2631578947368421
CCCCC(O)C(C)CC,0.2631578947368421
C=COCCCCNC(O)CC(=O)NCCC,0.2631578947368421
CCN(CCNC)CNC,0.2631578947368421
CC=CCCC=CC(C)C(C)C,0.2631578947368421
C=C(CCC(C)C)OC,0.2631578947368421
CCCC(C)C(O)C(O)CC,0.2631578947368421
CCN(CC(C)C)CN(C)C,0.2631578947368421
CCN(C)CC(N)CN,0.2631578947368421
C=C(CCCC)C(O)CCCCC,0.2608695652173913
CCC(C)(O)C(O)C(O)C(=O)O,0.2608695652173913
CC1CNCCCC1(C)O,0.2608695652173913
CCCC(COC)COCO,0.2608695652173913
C=CCCCCCCN1CNC1,0.2608695652173913
CC(CCO)CCOCCCCO,0.2608695652173913
COCCC(CCCCO)OC,0.2608695652173913
CCCCNCCCCC(C)(C)NC,0.2608695652173913
CCN(C)C(=O)NC(C)OC(N)(N)O,0.25806451612903225
C=CC(CCNC)C(=C)CCCCO,0.25806451612903225
CNC(N)CC(C(=O)COCCOC)C(C)NC,0.2571428571428571
CCCC(CC)CO,0.25
CSCC(C)C,0.25
C=CCCC,0.25
C=CCC(=C)CCCC,0.25
C.CCC,0.25
CCNCC,0.25
C#CCCCCCCC,0.25
CCC(O)C(O)CC(C)C,0.25
CCCN(CCC)C(C)O,0.25
CCCCNCO,0.25
CCC(C)CCCNN,0.25
CCCC(N)CC(C)(CC)CC,0.25
CCC(C)(C)C,0.25
CCCC(CC)CC,0.25
CCNC(C)CO,0.25
CCC(CC)CCCO,0.25
COCNCCCOCCO,0.25
COCCC(C)C(O)C(C)C,0.25
CCCCN(C)COCC,0.25
CCNCCC(C)C,0.25
CCNCC,0.25
CCC(C)C(C)CCCCCO,0.25
C=C(C(C)C)C(C)CC,0.25
CCCC(C)C(=O)OC(C)OC,0.25
CCCC(C)OCC,0.25
CCOCCNC,0.25
CCC(=N)COC,0.25
CCCC(N)CN(C)CC,0.25
CCC.CCC,0.25
CC(C)(N)CNC(O)CCOCCO,0.2413793103448276
CCCOC(CO)CC1C(=O)C1C,0.2413793103448276
CCCNC(C)CN(CC)C(C)O,0.24
CCCNCC1(CO)CC1C,0.24
CCCN(C)C(N)C(C)CNC,0.24
CCCC(C)=NCCCCNC,0.24
C=C(NC(C)CCCC)C(C)N,0.24
CCCCC(CCCO)OC,0.23809523809523808
CCCNCNCCC(C)=O,0.23809523809523808
CCCNC(O)COC,0.23809523809523808
CCCCC(C)C1CC1C,0.23809523809523808
C=CCN(C)CCNC,0.23809523809523808
CCCCCC(O)(O)C(C)N,0.23809523809523808
CC(C)CC(=O)CCCO,0.23809523809523808
CCCCCCC(C)C(C)N(C)C,0.23809523809523808
C=CC(C)CCCOC,0.23809523809523808
C#COCCCCC(C)C,0.23809523809523808
C=C(C)C(CCC)CCO,0.23809523809523808
C.C=C(CCNC)C(C)N,0.23809523809523808
C=C(C)C(C)CCC.CC,0.23529411764705882
CCCC(N)C(C)CC,0.23529411764705882
CCCC(C)C(O)CC,0.23529411764705882
C=C(C)C(C)(N)CC,0.23529411764705882
CCC(C)(O)COC,0.23529411764705882
COCCC(CO)CO,0.23529411764705882
CCCC(C)C(C)C,0.23076923076923078
CCCCCC(NC)OCCN,0.23076923076923078
CCC(C)CC(C)C,0.23076923076923078
CCCCC(CSC)CC1CC1,0.23076923076923078
CCCC(C)CC,0.23076923076923078
CCCC(C)CC,0.23076923076923078
CCCC(C)CC,0.23076923076923078
CNNCC(C)CCCC1CC1,0.23076923076923078
CCCC(C)CC,0.23076923076923078
CCCN(C)CC,0.23076923076923078
CC[N+](C)(CC)CN,0.23076923076923078
CCC(C)CC,0.2222222222222222
CCC(C)CC,0.2222222222222222
CCC(C)CC,0.2222222222222222
C.CCC(C)C(C)CC,0.2222222222222222
C.CCC(CCN)NC,0.2222222222222222
CCN(C)CC,0.2222222222222222
CCO.COCO.CS,0.2222222222222222
CC(C)CC1(C)CC1C,0.2222222222222222
C=C(NC)C(C)CC,0.2222222222222222
COCS,0.2222222222222222
CCC(C)C(C)CC,0.2222222222222222
C=C(C)N(CC)CC(O)CNC,0.2222222222222222
C=CC(C)C,0.2222222222222222
CCC(C)C(C)CC,0.2222222222222222
CCC(C)C(C)CC,0.2222222222222222
CCCC(C)CC(CO)NC,0.21739130434782608
CCNC(=O)CC(N)CN,0.21739130434782608
C=CCCNC(C)CNC,0.21739130434782608
CCCNCC(CNC)C(C)(C)C,0.21739130434782608
C=CCC(C)CNCCC,0.21739130434782608
CCCCNCC,0.21428571428571427
OC1C2COC12,0.21428571428571427
CCNCCNC,0.21428571428571427
CCN(C)CC(C)NC,0.21052631578947367
CC(O)C(O)CCC(C)(C)O,0.21052631578947367
CCCC(N)CCCO.F,0.21052631578947367
CCCC(C)(O)C(C)CC,0.21052631578947367
C=CCC(C)(CN)C(C)CC,0.20833333333333334
C=C(C(CC)CC(C)C)N(C)CC,0.20833333333333334
CCCCCNC(C)N(C)CCC,0.20833333333333334
C=CCCCC(O)CNC,0.20833333333333334
CCN(C)CCCCCCOCO,0.20833333333333334
C=C(C)CCC(C)NCCC,0.20833333333333334
CCC=CC(C)C(C)NC,0.2
CCCCN(CC)CNC,0.2
CCCC,0.2
CCCC,0.2
CCC(C)COC,0.2
CNC(C)CC(CO)C(C)C,0.2
CCCCCNCC,0.2
C=CCCCCC=C,0.2
CC(C)COCC(N)CCl,0.2
CCCC,0.2
CCCCCOCCC(CO)CCC,0.2
C.CCC(C)(CC)CNCCN,0.2
C=C(NC(CNC)C(=O)OCCCC)OC,0.2
CCCC,0.2
CC(N)(CO)CCCCN,0.2
C=C1CC1CCC(C)C,0.2
C.CCCNCC(NC)C(C)C,0.19047619047619047
CCCCN(C)CNCCC,0.19047619047619047
C=C(C)CCCNC(C)C,0.19047619047619047
CCCN(CC)C(=N)NC,0.19047619047619047
C#N.CCCNCCC(N)CN,0.19047619047619047
CCCCC(CC)C(N)=O,0.19047619047619047
COCC1OC1C,0.1875
CCCOCC(C)C,0.1875
CCCCCC(C)CC,0.1875
CCCCCC(C)C(C)C,0.1875
CCCN(C)CCN,0.1875
CCCN(C)CCN,0.1875
CCC(CNC)C(C)CCCCCCN,0.18518518518518517
CNCN(C)CCCCC(O)CO,0.18518518518518517
CCC(C)C(=O)NC(C)CCOC,0.18518518518518517
CNCCC(C)CCCCO,0.18181818181818182
C=CCCC(O)CCCCO,0.18181818181818182
CC1(COCCN)CO1,0.18181818181818182
CCCC(C)CCC,0.18181818181818182
NCCCCCCCCC(N)CN,0.17647058823529413
C=C(C)CCCCCC,0.17647058823529413
CCC(O)CC(O)CCOC(C)C,0.17391304347826086
CNCC(O)C(N)COC,0.17391304347826086
CCCCN(CC)CCCCON,0.17391304347826086
CC.CCN,0.16666666666666666
CCCCCNC(C)C(CC)NC,0.16666666666666666
C.C=CC,0.16666666666666666
CCCN(C)CCNC,0.16666666666666666
CCCCN(CC)CN(CC)CCC,0.16666666666666666
CNCC(C)C,0.16666666666666666
CNCC(C)C(C)(C)O,0.16666666666666666
CCNCCCCCN,0.16666666666666666
CCNCCCCC(=O)N(C)C,0.16666666666666666
C.CCCCNC(CNC)C(C)N,0.16
CCCCCCCN(C)CO,0.15789473684210525
CCC(CC)CCCCOC,0.15789473684210525
CCC[N+](C)(CC)CC,0.15384615384615385
CCCC(C)N,0.15384615384615385
CCC(C)NC.Cl,0.15384615384615385
CCC=CCN,0.15384615384615385
COCCCCCCC(C)O,0.15
C=C(C)CCCCCC(C)C,0.15
CCOCCOC,0.14285714285714285
CCCCC,0.14285714285714285
C.CCCCC,0.14285714285714285
COCCC(C)C,0.14285714285714285
CCCCCCC(C)CNC,0.14285714285714285
CCCC(CN)CN,0.14285714285714285
CCN(CCCNC)C(C)C,0.13636363636363635
C=CCCCNC(C)=O,0.13636363636363635
C=CCCCCC,0.13333333333333333
CCCCN(C)CC,0.13333333333333333
CCCN,0.125
CC(N)=S,0.125
CC.CCC(C)C,0.125
C=CCCCCCC,0.125
CCCCCCOCC,0.125
CCN(C)C,0.125
CCCCCC(C)N,0.125
C=O.CCSC,0.125
CC(C)CC(C)C,0.125
CCNC,0.125
CNCCC(C)N,0.125
CCNC.O,0.125
CC(CNCCN)CNCCN,0.11764705882352941
CNCCCC(C)NC,0.1111111111111111
CNC(C)C(C)NC,0.1111111111111111
C=CCCCCC(C)C,0.1111111111111111
CCNC(C)CCCC(C)C,0.10526315789473684
CCCCCCC(C)(O)CCC,0.10526315789473684
C=CCCCCCOC,0.10526315789473684
CCCCCC(C)NCC,0.10526315789473684
CCCCCC(O)CCO,0.10526315789473684
CC(=O)COCCO,0.10526315789473684
CNCCCNC(C)CCCNC,0.1
CCCNC,0.09090909090909091
CCCC(C)C,0.09090909090909091
CCCN(C)C,0.09090909090909091
NCCCO,0.09090909090909091
CCCCCO,0.08333333333333333
CCCCCO,0.08333333333333333
CCCCCCO,0.07692307692307693
CCCCC(C)C,0.07692307692307693
CCCCC(C)C,0.07692307692307693
CCCCC(C)C,0.07692307692307693
CCCCC(C)C,0.07692307692307693
CCCCOC,0.07692307692307693
CCCN(C(C)C)C(C)C,0.07142857142857142
CCCCN(C)CCC,0.06666666666666667
CC(C)CCCCO,0.06666666666666667
CCCCCNCCC,0.06666666666666667
CNCCCC(C)C,0.0625
CCN(CC)CCC(C)C,0.0625
CCCCOCCOC,0.058823529411764705
CCCCNC(C)CCC,0.05263157894736842
CCCCCCC(C)NC,0.05263157894736842
CCCCCC(C)C,0.0
CCCNCCC,0.0
CCCCCCCCC,0.0
CCCCCCCCC,0.0
CC(C)CCCN(C)C,0.0
CCCCCCCCC(C)C,0.0
CCCCNC(C)C,0.0
CCN(CC)CCCCCOC,0.0
CCCCNC,0.0
CCCCCC(C)C,0.0
CCCCN(C)C,0.0
CCCCCCCC,0.0
CCCCCCC,0.0
CCCCNC,0.0
CCCCCC,0.0
CCCCCCNC,0.0
